"Estación de Peaje","Año","Mes","Código Estación","Departamento","TRAFICO EFECTIVO I","TRAFICO EFECTIVO IE","TRAFICO EFECTIVO  IEA","TRAFICO EFECTIVO  IEB","TRAFICO EFECTIVO IEE","TRAFICO EFECTIVO  IEQ","TRAFICO EFECTIVO II","TRAFICO EFECTIVO IIA","TRAFICO EFECTIVO IIE","TRAFICO EFECTIVO IIEE","TRAFICO EFECTIVO IIEQ","TRAFICO EFECTIVO IIE REV","TRAFICO EFECTIVO III","TRAFICO EFECTIVO IIIE","TRAFICO EFECTIVO  IIIP","TRAFICO EFECTIVO  IIIG","TRAFICO EFECTIVO IV","TRAFICO EFECTIVO VI","TRAFICO EFECTIVO VII","TRAFICO EFECTIVO  IEB 2","TRAFICO EFECTIVO  IVE","TRAFICO EFECTIVO V","TRAFICO EFECTIVO V (B)","TRAFICO EFECTIVO  V (B-A)","TRAFICO EFECTIVO  V E","Tráfico Total","VEHÍCULOS IPREV I","VEHÍCULOS IPREV IE","VEHÍCULOS IPREV IEA","VEHÍCULOS IPREV IEB","VEHÍCULOS IPREV IEQ","VEHÍCULOS IPREV II","VEHÍCULOS IPREV IIE","VEHÍCULOS IPREV IIEE","VEHÍCULOS IPREV IIEQ","VEHÍCULOS IPREV III","VEHÍCULOS IPREV IIIE","VEHÍCULOS IPREV IIIP","VEHÍCULOS IPREV IIIG","VEHÍCULOS IPREV IV","VEHÍCULOS IPREV IVE","VEHÍCULOS IPREV V","VEHÍCULOS IPREV VB","VEHÍCULOS IPREV VE","VEHÍCULOS IPREV VI","VEHÍCULOS IPREV VII","TOTAL VEH IPREV","EJES IPREV Ejes Grua","EJES IPREV Ejes Remolque","EJES IPREV Ejes Adicionales","EJES IPREV Ejes Cañeros","TOTAL EJES","EJES EFECTIVO Ejes Grua","EJES EFECTIVO Ejes Remolque","EJES EFECTIVO Ejes Adicionales","EJES EFECTIVO Ejes Cañeros","TOTAL EJES 2","TIQUETES PREPAGO I","TIQUETES PREPAGO IE","TIQUETES PREPAGO IEA","TIQUETES PREPAGO IEB","TIQUETES PREPAGO IEQ","TIQUETES PREPAGO II","TIQUETES PREPAGO III","TIQUETES PREPAGO IIE","TIQUETES PREPAGO IIEE","TIQUETES PREPAGO IIEQ","TIQUETES PREPAGO III 2","TIQUETES PREPAGO IIIE","TIQUETES PREPAGO IIIP","TIQUETES PREPAGO IIIG","TIQUETES PREPAGO IV","TIQUETES PREPAGO IVE","TIQUETES PREPAGO V","TIQUETES PREPAGO VB","TIQUETES PREPAGO VE","TIQUETES PREPAGO VI","TIQUETES PREPAGO VII","Total Prepagos","EVASORES UNIDAD I","EVASORES UNIDAD IE","EVASORES UNIDAD IEA","EVASORES UNIDAD IEB","EVASORES UNIDAD IEQ","EVASORES UNIDAD II","EVASORES UNIDAD IIE","EVASORES UNIDAD IIEE","EVASORES UNIDAD IIEQ","EVASORES UNIDAD III","EVASORES UNIDAD IIIE","EVASORES UNIDAD IIIG","EVASORES UNIDAD IIIP","EVASORES UNIDAD IV","EVASORES UNIDAD IVE","EVASORES UNIDAD V","EVASORES UNIDAD VI","EVASORES UNIDAD VII","EVASORES UNIDAD VB","EVASORES UNIDAD VE","Total Evasores","VEH RES 3694 DE 2007 IE","VEH RES 3694 DE 2007 IIE","VEH RES 3694 DE 2007 Total","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES3694)","EXENTOS RES0000015 (Koran)","EXENTOS  -  LEY 787 2002 I","EXENTOS  -  LEY 787 2002 II","EXENTOS  -  LEY 787 2002 III","EXENTOS  -  LEY 787 2002 IIIP","EXENTOS  -  LEY 787 2002 IIIG","EXENTOS  -  LEY 787 2002 IV","EXENTOS  -  LEY 787 2002 V","EXENTOS  -  LEY 787 2002 VB","EXENTOS  -  LEY 787 2002 VI","EXENTOS  -  LEY 787 2002 VII","EXENTOS  -  LEY 787 2002 Total Exentos","EA","EG","ER","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES 3694+EXENTOS)","EXENTOS RES0000015 (Koran) 2","EXENTOS EMERGENCIA VIAL CAT I","EXENTOS EMERGENCIA VIAL CAT II","EXENTOS EMERGENCIA VIAL TOTAL","EXONERADOS INVIAS I","EXONERADOS INVIAS II","EXONERADOS INVIAS III","EXONERADOS INVIAS IV","EXONERADOS INVIAS V","EXONERADOS INVIAS VI","EXONERADOS INVIAS VII","EXONERADOS INVIAS IIIP","EXONERADOS INVIAS IIIG","TOTAL EXONERADOS INVIAS"
"EL CARMEN","2008","Septiembre","00044","BOLIVAR","24,338","2,011",,,,,"26,223",,"309",,,,"2,871","0",,,"2,458",,,,,"6,911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL DIFICIL","2008","Septiembre","#N/D","MAGADALENA","13,897","3,393",,,,,"12,038",,"0",,,,"4,630","0",,,"3,173",,,,,"15,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALAPA","2008","Septiembre","#N/D","ATLANTICO","48,206","0",,,,,"61,193",,"0",,,,"4,994","0",,,"4,381",,,,,"6,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAMBOTE","2008","Septiembre","#N/D","BOLIVAR","0","0",,,,,"0",,"0",,,,"0","0",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2008","Septiembre","00014","TOLIMA","38,243","5,417",,,,,"28,985",,"0",,,,"3,152","0",,,"3,857",,,,,"10,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2008","Septiembre","00015","CORDOBA","41,843","0",,,,,"29,072",,"0",,,,"6,312","0",,,"4,688",,,,,"12,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2008","Septiembre","00016","CUNDINAMARCA","24,289","0",,,,,"6,214",,"0",,,,"366","0",,,"113",,,,,"623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2008","Septiembre","00017","SUCRE","35,773","3,625",,,,,"18,340",,"0",,,,"3,843","0",,,"2,774",,,,,"6,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2008","Septiembre","00046","SANTANDER","13,807","0",,,,,"16,839",,"0",,,,"5,912","0",,,"5,693",,,,,"19,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA LOMA","2008","Septiembre","#N/D","CESAR","26,065","0",,,,,"28,446",,"0",,,,"8,133","0",,,"9,419",,,,,"57,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS ACACIOS","2008","Septiembre","#N/D","ANTIOQUIA","4,241","0",,,,,"3,507",,"0",,,,"543","0",,,"99",,,,,"429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2008","Septiembre","00065","VALLE DEL CAUCA","45,610","393",,,,,"20,365",,"34",,,,"13,301","0",,,"14,090",,,,,"30,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS ACACIOS","2008","Septiembre","#N/D","NORTE DE SANTANDER","0","97,818",,,,,"38,062",,"0",,,,"3,148","0",,,"2,825",,,,,"6,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2008","Septiembre","00019","HUILA","60,049","9,742",,,,,"31,376",,"0",,,,"3,048","0",,,"1,537",,,,,"2,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CEDROS","2008","Septiembre","#N/D","CORDOBA","22,949","0",,,,,"12,985",,"0",,,,"749","0",,,"196",,,,,"273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2008","Septiembre","00020","ANTIOQUIA","22,886","1,073",,,,,"28,015",,"2,013",,,,"6,649","0",,,"4,437",,,,,"12,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS PATIOS","2008","Septiembre","#N/D","CUNDINAMARCA","60,025","45,163",,,,,"9,448",,"0",,,,"251","0",,,"322",,,,,"1,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2008","Septiembre","00021","CUNDINAMARCA","18,903","45",,,,,"9,963",,"41",,,,"1,356","0",,,"1,430",,,,,"545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2008","Septiembre","00022","CORDOBA","31,251","0",,,,,"18,747",,"0",,,,"1,036","0",,,"617",,,,,"601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","2008","Septiembre","00047","CESAR","34,399","0",,,,,"34,849",,"0",,,,"8,251","0",,,"7,728",,,,,"34,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2008","Septiembre","00024","SANTANDER","31,064","0",,,,,"21,639",,"0",,,,"2,578","0",,,"2,712",,,,,"6,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PONEDERA","2008","Septiembre","#N/D","ATLANTICO","0","0",,,,,"0",,"0",,,,"0","0",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIMAVERA","2008","Septiembre","00025","ANTIOQUIA","42,778","0",,,,,"42,952",,"0",,,,"7,692","0",,,"6,023",,,,,"11,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUENTE PLATO","2008","Septiembre","#N/D","MAGADALENA","9,984","2,557",,,,,"10,924",,"0",,,,"4,492","0",,,"3,208",,,,,"15,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2008","Septiembre","00026","ANTIOQUIA","11,408","1,319",,,,,"10,740",,"191",,,,"1,527","0",,,"1,294",,,,,"2,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PURGATORIO","2008","Septiembre","#N/D","CORDOBA","44,039","0",,,,,"19,745",,"0",,,,"1,295","0",,,"472",,,,,"1,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2008","Septiembre","00027","SANTANDER","30,885","0",,,,,"22,495",,"0",,,,"3,159","0",,,"2,017",,,,,"15,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2008","Septiembre","00028","VALLE DEL CAUCA","15,216","0",,,,,"6,598",,"0",,,,"733","0",,,"934",,,,,"1,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2008","Septiembre","00029","SANTANDER","55,286","318",,,,,"32,341",,"102",,,,"4,173","0",,,"2,320",,,,,"5,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2008","Septiembre","00030","BOYACA","39,804","0",,,,,"10,445",,"0",,,,"532","0",,,"1,106",,,,,"1,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2008","Septiembre","00032","LA GUAJIRA","13,548","71,432",,,,,"9,453",,"0",,,,"590","0",,,"700",,,,,"1,537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2008","Septiembre","00033","SUCRE","16,337","0",,,,,"11,711",,"0",,,,"4,161","0",,,"3,132",,,,,"7,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2008","Septiembre","00034","CASANARE","24,505","2,194",,,,,"10,628",,"0",,,,"1,850","0",,,"3,004",,,,,"4,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SANCLEMENTE","2008","Septiembre","#N/D","RISARALDA","8,317","0",,,,,"7,917",,"0",,,,"614","0",,,"345",,,,,"633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2008","Septiembre","00035","CALDAS","27,413","0",,,,,"36,243",,"0",,,,"6,509","0",,,"5,749",,,,,"11,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2008","Septiembre","00036","ANTIOQUIA","21,324","2,286",,,,,"22,882",,"0",,,,"5,871","0",,,"4,242",,,,,"12,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2008","Septiembre","00037","VALLE DEL CAUCA","8,888","2,624",,,,,"4,227",,"0",,,,"333","0",,,"269",,,,,"386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VALENCIA","2008","Septiembre","#N/D","CESAR","37,313","0",,,,,"21,570",,"0",,,,"1,205","0",,,"482",,,,,"2,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2008","Septiembre","00044","SANTANDER","17,879","0",,,,,"22,468",,"0",,,,"7,246","0",,,"6,556",,,,,"19,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ACAPULCO","2008","Octubre","00001","CALDAS","42,617","0",,,,,"17,013",,"0",,,,"915","0",,,"399",,,,,"629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUAS NEGRAS","2008","Octubre","00045","SANTANDER","24,828","0",,,,,"30,449",,"0",,,,"8,168","0",,,"7,582",,,,,"20,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAMIRA","2008","Octubre","00002","HUILA","33,626","8,055",,,,,"23,031",,"0",,,,"2,462","0",,,"864",,,,,"1,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2008","Octubre","00003","TOLIMA","57,771","3,778",,,,,"25,473",,"0",,,,"2,305","0",,,"2,689",,,,,"8,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2008","Octubre","00004","ANTIOQUIA","76,137","0",,,,,"36,781",,"6,228",,,,"3,518","1,878",,,"367",,,,,"1,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2008","Octubre","00005","BOYACA","35,241","0",,,,,"19,506",,"0",,,,"1,178","0",,,"763",,,,,"7,187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAYUNCA","2008","Octubre","#N/D","BOLIVAR","0","0",,,,,"0",,"0",,,,"0","0",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2008","Octubre","00006","CUNDINAMARCA","50,874","1,454",,,,,"46,730",,"268",,,,"9,776","0",,,"15,354",,,,,"20,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAIQUERO","2008","Octubre","#N/D","CUNDINAMARCA","0","0",,,,,"0",,"0",,,,"0","0",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2008","Octubre","00007","TOLIMA","42,407","0",,,,,"52,795",,"0",,,,"13,655","0",,,"7,184",,,,,"24,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2008","Octubre","00008","BOLIVAR","21,649","281",,,,,"22,126",,"0",,,,"2,427","0",,,"2,060",,,,,"5,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2008","Octubre","00009","CORDOBA","19,103","0",,,,,"18,465",,"0",,,,"5,827","0",,,"4,086",,,,,"11,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2008","Octubre","00011","ANTIOQUIA","16,441","1,308",,,,,"12,576",,"437",,,,"1,220","0",,,"1,331",,,,,"1,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2008","Octubre","00012","BOYACA","14,163","9,393",,,,,"10,588",,"4,480",,,,"1,049","0",,,"368",,,,,"915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2008","Octubre","00013","CAUCA","21,124","0",,,,,"23,412",,"0",,,,"3,576","0",,,"2,525",,,,,"5,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2008","Octubre","00044","BOLIVAR","27,657","1,951",,,,,"27,683",,"425",,,,"3,210","0",,,"2,651",,,,,"7,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL DIFICIL","2008","Octubre","#N/D","MAGADALENA","14,947","3,478",,,,,"12,492",,"0",,,,"4,739","0",,,"2,902",,,,,"13,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALAPA","2008","Octubre","#N/D","ATLANTICO","49,872","0",,,,,"62,832",,"0",,,,"4,009","0",,,"4,214",,,,,"6,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAMBOTE","2008","Octubre","#N/D","BOLIVAR","0","0",,,,,"0",,"0",,,,"0","0",,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2008","Octubre","00014","TOLIMA","45,784","5,676",,,,,"28,198",,"0",,,,"3,178","0",,,"3,968",,,,,"9,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA APARTADA","2008","Octubre","00015","CORDOBA","49,127","0",,,,,"31,306",,"0",,,,"6,523","0",,,"4,765",,,,,"12,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CABAÑA","2008","Octubre","00016","CUNDINAMARCA","25,017","0",,,,,"6,493",,"0",,,,"524","0",,,"89",,,,,"540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2008","Octubre","00017","SUCRE","39,901","3,869",,,,,"19,430",,"0",,,,"3,878","0",,,"2,563",,,,,"6,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2008","Octubre","00046","SANTANDER","17,244","0",,,,,"17,775",,"0",,,,"6,212","0",,,"5,669",,,,,"18,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
